Sent	amod	noun	amod_idx	head_idx	position
cette période sera l' occasion de réaliser des courts métrages en prise de vue réelle , ainsi qu' un film de marionnettes tourné en 35 mm scope craignos crading , sélectionné à le festival de cannes 1986 " dans la section " perspectives " , hors compétition .	courts	métrages	9	10	before
berges rive droite à argenteuil jusqu' à le pont de bezons : à moyen ou long terme .	moyen	terme	14	17	before
whig actif , kennedy est nommé secrétaire de légation à le chili le 27 janvier 1823 , mais il ne demeure pas à ce poste , dont il démissionne le 23 juin de la même année .	même	année	35	36	before
il se met donc à le travail avec l' aide de samuel chappuzeau , un écrivain protestant , comme lui , et rédige sa nouvelle relation de l' intérieur de le zérail de le grand seigneur ( paris , 1675 ) , fondée sur ses deux visites de constantinople à le cours de ses premier et sixième voyages .	nouvelle	relation	25	26	before
il se met donc à le travail avec l' aide de samuel chappuzeau , un écrivain protestant , comme lui , et rédige sa nouvelle relation de l' intérieur de le zérail de le grand seigneur ( paris , 1675 ) , fondée sur ses deux visites de constantinople à le cours de ses premier et sixième voyages .	grand	seigneur	35	36	before
il se met donc à le travail avec l' aide de samuel chappuzeau , un écrivain protestant , comme lui , et rédige sa nouvelle relation de l' intérieur de le zérail de le grand seigneur ( paris , 1675 ) , fondée sur ses deux visites de constantinople à le cours de ses premier et sixième voyages .	premier	voyages	55	58	before
un fanzine ( contraction de fanatic magazine ) est une publication imprimée périodique ou non , institutionnellement indépendante , créée et réalisée par des amateurs passionnés pour d' autres passionnés .	autres	passionnés	29	30	before
les régions côtières de le nord-est et de l' est de le japon ont été frappées le 11 mars par un séisme de magnitude 9,0 sur l' échelle de richter , suivi d' un gigantesque tsunami .	gigantesque	tsunami	35	36	before
isidore gérard était un industriel de soignies et un grand propriétaire terrien dans la commune .	grand	propriétaire	10	11	before
le premier défilé ( première cavalcade ) de saumur de l' après-guerre eut lieu en 1946 .	premier	défilé	2	3	before
le premier défilé ( première cavalcade ) de saumur de l' après-guerre eut lieu en 1946 .	première	cavalcade	5	6	before
seuls les cavaliers de les unités lourdes portent une armure .	seuls	cavaliers	1	3	before
c' est une excellente idée mais , ayant peur de les motos , je pense que je choisirai toujours la voiture .	excellente	idée	4	5	before
un terrible péril menace le glorieux empire d' égypte .	terrible	péril	2	3	before
un terrible péril menace le glorieux empire d' égypte .	glorieux	empire	6	7	before
de nouveaux propriétaires qui ont rendu cet hôtel très attrayant grâce à des chambres joliement rénovées et grâce aussi à leur accueil de les plus chaleureux !	nouveaux	propriétaires	2	3	before
à sa sortie de l' université , il fait un bref passage dans une entreprise de construction navale avant d' être engagé par le bureau de contrôle pour la sécurité de les constructions seco .	bref	passage	11	12	before
les trois sœurs ont collaboré à les recherches de les fossiles et à la mise en ordre de la collection , mais c' est elizabeth qui entretint une correspondance avec des géologues de 1er plan comme william buckland , william conybeare , et henry de la beche à propos de la collection .	1er	plan	34	35	before
le ballon doit être sphérique , en cuir ou dans une autre matière adéquate , avoir une circonférence de 70 cm à le plus et de 68 cm à le moins ( soit un diamètre de 22 cm ) , une masse de 450 g à le plus et de 400 g à le moins à le début de le match et une souspression se situant entre 0,6 ( pour les ballons de futsal ) et 1,1 atmosphère ( 600 -- 1100 g/cm² ) .	autre	matière	12	13	before
à la demande de la mère d' artaud , qui a entendu parler d' un nouveau traitement à l' électricité , artaud est présenté à le docteur rondepierre .	nouveau	traitement	16	17	before
à droite de le résultat , l' ultime adversaire	ultime	adversaire	8	9	before
cela n' aboutit pas , et il se rend alors à lvov en galicie ( à présent en ukraine ) , où il retrouve linetsky , qui est maintenant l' éditeur de l' hebdomadaire isrulik ou der alter yisrulik , de bonne réputation , mais qui sera rapidement interdit par le gouvernement .	bonne	réputation	42	43	before
cependant , grâce à ses relations secrètes avec le domaine de kubota , il a pu se soustraire à la punition de le nouveau gouvernement meiji .	nouveau	gouvernement	24	25	before
édouard loubet ( né le 25 septembre 1970 à val-thorens , en savoie ) est un grand chef cuisinier français doublement étoilé à le guide michelin .	grand	chef	17	18	before
norcesto révèle alors que son père est le véritable meurtrier de le père d' edemondo , et produit comme preuve les aveux écrits que son père lui a remis juste avant de mourir .	véritable	meurtrier	9	10	before
en temps normal , mais davantage dans un environnement sous tension , dominé par une forte volatilité de les marchés , les conseillers aiment se sentir épaulés par leurs fournisseurs de produits et services financiers .	forte	volatilité	16	17	before
parmi les cent pokémon les plus populaires d' ign , ectoplasma arrive le 17e , il est dit comme un « pilier , pure et simple » car c' est un de les premier pokémon qu' on échange pour le faire évoluer , spectrum se place 56 et est décrit comme « assez cool » et fantominus ferme le classement en prenant la centième et dernière position , il a ainsi l' « honneur d' être le premier pokémon de type spectre » .	centième	position	64	67	before
antoine claude ponthus-cinier a laissé de nombreuses toiles représentant des paysages français , avec un grand nombre d' œuvres concernant sa région natale .	nombreuses	toiles	7	8	before
antoine claude ponthus-cinier a laissé de nombreuses toiles représentant des paysages français , avec un grand nombre d' œuvres concernant sa région natale .	grand	nombre	16	17	before
il est un ferme opposant de le modernisme .	ferme	opposant	4	5	before
bien que la photo soit un peu floue , jimmy est satisfait car on discerne sans le moindre doute une silhouette vêtue de bleu et de rouge .	moindre	doute	18	19	before
elle est fortement diffusée à partir de le xiie siècle , car la présence d' un saint patron bien particulier à l' écosse est utilisé politiquement pour justifier l' indépendance de l' église écossaise , menacée de dépendre de l' archevêché d' york .	xiie	siècle	9	10	before
elle est fortement diffusée à partir de le xiie siècle , car la présence d' un saint patron bien particulier à l' écosse est utilisé politiquement pour justifier l' indépendance de l' église écossaise , menacée de dépendre de l' archevêché d' york .	saint	patron	17	18	before
il semble que d' autres " matches pour le titre " ont lieu par la suite lorsque le niveau compte deux séries .	autres	matches	5	7	before
ce succès militaire ne peut toutefois remettre en cause la chute de l' ancien régime dans le canton .	ancien	régime	14	15	before
elle a assisté à la convention imta à new york avec le studio de ms. o'brien en l' an 2000 et a gagné bon nombre de récompenses .	bon	nombre	24	25	before
la première apparition d' edgar winter se fera en 1969 sur le troisième album de son frère , appelé second winter .	première	apparition	2	3	before
la première apparition d' edgar winter se fera en 1969 sur le troisième album de son frère , appelé second winter .	troisième	album	13	14	before
en première manche , il parvient à rester en course pour un podium en signant le sixième temps à 58 centièmes de seconde de le leader benjamin raich .	première	manche	2	3	before
en première manche , il parvient à rester en course pour un podium en signant le sixième temps à 58 centièmes de seconde de le leader benjamin raich .	sixième	temps	17	18	before
la technique généralement utilisée pour mener à bien un relevé d' intérieur consiste à effectuer des mesures de longueur de toutes les pièces de le bâtiment de façon à pouvoir obtenir leur forme par triangulation .	toutes	pièces	21	23	before
ils ont un statut d' aspirant pendant 2 ans ( 1er échelon puis 2e échelon ) .	1er	échelon	11	12	before
ils ont un statut d' aspirant pendant 2 ans ( 1er échelon puis 2e échelon ) .	2e	échelon	14	15	before
à l' issue de le championnat , les deux derniers de le classement sont relégués et remplacés par les deux meilleurs clubs de ii .	meilleurs	clubs	21	22	before
situé dans les hauts de la possession , une commune située à le nord-ouest de le territoire , il se présente sous la forme d' un îlet à vocation agricole installé sur un petit plateau en surplomb de la vallée creusée par la rivière de les galets , à environ mille mètres d' altitude .	petit	plateau	34	35	before
les super héros connaissent parfois , eux aussi , des fins de mois difficiles .	super	héros	2	3	before
borena est un ancien awraja de la province de le sidamo , en éthiopie .	ancien	awraja	4	5	before
la critique de la raison pure ( kritik der reinen vernunft ) est une œuvre de kant publiée en 1781 et en 1787 ( seconde édition remaniée ) .	seconde	édition	25	26	before
l' année 2010 aura été marquée par une longue réflexion sur le projet social de le canton .	longue	réflexion	9	10	before
un grand merci pour le site de commerce en ligne qui me permet de vendre mes produits directement à le consommateur .	grand	merci	2	3	before
connu plus particulièrement par son essai la nouvelle fiction , éditions criterion publié ensuite à les éditions fayard où il rassembla des romanciers inspirés par une façon singulière d' utiliser la fiction en la détournant de ses moyens et de ses buts habituels : françois coupry , hubert haddad , frédérick tristan , jean lévy classés parfois comme romanciers postmodernes .	nouvelle	fiction	8	9	before
" la chute de le dollar a entraîné une légère baisse de le coût de la vie dans la plupart de les villes d' amérique de le nord " , explique eca .	légère	baisse	10	11	before
lors de sa première saison , il inscrit 82 points en 47 matchs .	première	saison	4	5	before
pour m. dubie , correspondant de guerre de la télévision belge , « on ne peut pas laisser pourrir ce dossier avec tous les dangers que cela représente » .	tous	dangers	23	25	before
armé de son courage et aidé de la moitié de son équipe , il enquêtera en interne tout en se lançant sur la trace de le général en chef de le dictateur , seule personne en mesure de fournir des informations cruciales .	seule	personne	34	35	before
le 35e anniversaire de la marche verte -- l' annexion unilatérale de l' ancien sahara espagnol par le maroc en novembre 1975 -- était sans doute le moment propice , pour le peuple sahraoui , pour essayer de faire émerger ses revendications autonomistes .	35e	anniversaire	2	3	before
petite station fort pratique et acceptant la carte total .	petite	station	1	2	before
a la carte , le fromage se résume à une ridicule assiette avec 2 morceaux dont on ne vous laisse pas le choix .	ridicule	assiette	11	12	before
celui-ci doit obéir à un certain nombre de règles afin de s' assurer de sa représentativité qui exige l' indépendance de les réponses .	certain	nombre	6	7	before
david vii a épousé en premières noces la princesse seldjoukide jigda khanoum ( morte en 1252 ) , dont il n' a eu pas d' enfants .	premières	noces	6	7	before
en 1970 , matiyasevic montra qu' il était impossible qu' un tel algorithme existe .	tel	algorithme	12	13	before
six candidats briguent les cinq sièges à le gouvernement jurassien lors de le second tour de les élections cantonales qui se tiendra le 14 novembre , a annoncé mercredi la chancellerie .	second	tour	14	15	before
les nouveaux clients ne sont visiblement pas les bienvenus .	nouveaux	clients	2	3	before
de nombreuses manifestations culturelles et sportives y sont organisées en permanence , fête de la chasse , le premier dimanche de juillet , comices agricoles , théâtre , cinéma , concert , conférences .	nombreuses	manifestations	2	3	before
de nombreuses manifestations culturelles et sportives y sont organisées en permanence , fête de la chasse , le premier dimanche de juillet , comices agricoles , théâtre , cinéma , concert , conférences .	premier	dimanche	19	20	before
les britanniques sont également approchés pour intervenir mais sans réelle insistance .	réelle	insistance	10	11	before
toutefois , malgré ses problèmes structurels , l' hôpital gaston bourret , et le cht en général , reste l' un de les plus importants centres hospitaliers de le pacifique insulaire , avec le colonial war memorial ( cwm ) hospital de suva à les fidji et l hôpital de mamao à papeete en polynésie française .	importants	centres	25	26	before
toutefois , malgré ses problèmes structurels , l' hôpital gaston bourret , et le cht en général , reste l' un de les plus importants centres hospitaliers de le pacifique insulaire , avec le colonial war memorial ( cwm ) hospital de suva à les fidji et l hôpital de mamao à papeete en polynésie française .	colonial	war	35	36	before
la première école est ouverte en 1924 , le premier dispensaire construit en 1930 .	première	école	2	3	before
la première école est ouverte en 1924 , le premier dispensaire construit en 1930 .	premier	dispensaire	10	11	before
le français -- seule langue officielle en dépit de la majorité flamande -- était la langue de les tribunaux , de l' administration , de l' armée , de la culture , de les médias et de l' enseignement .	seule	langue	4	5	before
il est le premier chat à poil long arrivé en europe .	premier	chat	4	5	before
ijevsk est la première ville d' oudmourtie par sa population : 628 116 habitants en 2010 .	première	ville	4	5	before
album qui recevra un très bon accueil de la presse .	bon	accueil	6	7	before
résistante de la première heure , yvonne pagniez est arrêtée le 4 juin 1944 et déportée en allemagne .	première	heure	4	5	before
elle fait également une apparition à le festival de jazz de monterey en octobre 1958 , et effectue une nouvelle tournée européenne à le mois de novembre .	nouvelle	tournée	20	21	before
la ebox sera dans un deuxième temps commercialisée dans d' autres pays de la région asie-pacifique puis ailleurs dans le monde , précise le fabricant qui n' a pas rendu public le montant de son investissement dans le nouveau produit .	deuxième	temps	6	7	before
la ebox sera dans un deuxième temps commercialisée dans d' autres pays de la région asie-pacifique puis ailleurs dans le monde , précise le fabricant qui n' a pas rendu public le montant de son investissement dans le nouveau produit .	autres	pays	11	12	before
la ebox sera dans un deuxième temps commercialisée dans d' autres pays de la région asie-pacifique puis ailleurs dans le monde , précise le fabricant qui n' a pas rendu public le montant de son investissement dans le nouveau produit .	nouveau	produit	39	40	before
pendant de longues années cette compagnie avait contrebalancé le mépris légendaire d' air france pour ses clients africains .	longues	années	3	4	before
cinquième visite pastorale en 1886 : c' est lors de ce voyage qu' il meurt , assassiné par un déséquilibré ( son domestique ? )	cinquième	visite	1	2	before
alors que la croatie était sûre de terminer première de le groupe , la russie lors de la dernière journée devait battre andorre et attendre une défaite de l' angleterre contre la croatie .	dernière	journée	19	20	before
en 1970 , vicky enregistre ich bin , son premier show pour la télévision allemande où elle reçoit julien clerc et deep purple .	premier	show	10	11	before
la jurisprudence de la cjue s' applique à les membres de l' association européenne de libre-échange ( aele ) signataires de l' accord sur l' espace économique européen , bien que celle-ci dispose également de sa propre cour .	propre	cour	37	38	before
c' est aussi à cette occasion qu' il découvre que les dragons ont une sainte horreur de les anguilles fumées .	sainte	horreur	15	16	before
l' agence marocaine de presse et d' autres médias marocains , très souvent pilotés par les services de renseignements de le makhzen marocain , font de plus en plus apparition sur les sites mauritaniens pour nous dénigrer le mouvement de le f. polisario à le sahara occidental .	autres	médias	8	9	before
les pays-bas en finale c' est l' occasion pour les deux associés , françois berard et le hollandais gert-jan engel , par ailleurs propriétaires de deux autres campings ( chalon et tournus ) , d' assurer dimanche une sympathique soirée foot pour leur clientèle essentiellement familiale .	autres	campings	27	28	before
les pays-bas en finale c' est l' occasion pour les deux associés , françois berard et le hollandais gert-jan engel , par ailleurs propriétaires de deux autres campings ( chalon et tournus ) , d' assurer dimanche une sympathique soirée foot pour leur clientèle essentiellement familiale .	sympathique	soirée	39	40	before
la benecup , plus couramment appelée ing cup , regroupe les meilleurs clubs belges et néerlandais avec une grosse différence par rapport à les autres coupes européennes , celle d' avoir obligatoirement en finale un club de chaque pays soit pas toujours les deux meilleures équipes .	meilleurs	clubs	12	13	before
la benecup , plus couramment appelée ing cup , regroupe les meilleurs clubs belges et néerlandais avec une grosse différence par rapport à les autres coupes européennes , celle d' avoir obligatoirement en finale un club de chaque pays soit pas toujours les deux meilleures équipes .	grosse	différence	19	20	before
la benecup , plus couramment appelée ing cup , regroupe les meilleurs clubs belges et néerlandais avec une grosse différence par rapport à les autres coupes européennes , celle d' avoir obligatoirement en finale un club de chaque pays soit pas toujours les deux meilleures équipes .	autres	coupes	25	26	before
la benecup , plus couramment appelée ing cup , regroupe les meilleurs clubs belges et néerlandais avec une grosse différence par rapport à les autres coupes européennes , celle d' avoir obligatoirement en finale un club de chaque pays soit pas toujours les deux meilleures équipes .	meilleures	équipes	45	46	before
elle passe ses dernières années à le luna park de coney island .	dernières	années	4	5	before
next ... , sorti fin 1973 , est le deuxième album de le groupe de rock écossais the sensational alex harvey band .	deuxième	album	10	11	before
l' arbre généalogique de la vi dynastie , commence par le pharaon téti , qui succède son beau-père ounas .	vi	dynastie	6	7	before
ce tableau inclut une liste de toutes les syllabes qui sont considérées phonétiquement distinguables dans la langue .	toutes	syllabes	7	9	before
gaid salah avait assuré , en cette occasion , que seule une coopération concrète et efficace entre les pays concernés de la région pourrait venir à bout de le phénomène de le terrorisme et de tous les autres fléaux liés à le crime organisé .	seule	coopération	11	13	before
gaid salah avait assuré , en cette occasion , que seule une coopération concrète et efficace entre les pays concernés de la région pourrait venir à bout de le phénomène de le terrorisme et de tous les autres fléaux liés à le crime organisé .	tous	fléaux	36	39	before
gaid salah avait assuré , en cette occasion , que seule une coopération concrète et efficace entre les pays concernés de la région pourrait venir à bout de le phénomène de le terrorisme et de tous les autres fléaux liés à le crime organisé .	autres	fléaux	38	39	before
les réserves mobiles que les allemands possédaient consistaient en environ 150 véhicules blindés de combat , sous le commandement de la 1re armée parachutiste , la majorité d' entre eux appartenant à le xlvii .	1re	armée	22	23	before
cette même année 1821 , il rencontre goethe , qui lui portera une grande admiration , déclarant notamment que ses facultés .	même	année	2	3	before
cette même année 1821 , il rencontre goethe , qui lui portera une grande admiration , déclarant notamment que ses facultés .	grande	admiration	14	15	before
jusqu' en 1987 , il participe à de nombreux concerts et festivals à travers le monde .	nombreux	concerts	9	10	before
ces îles sont les vestiges d' une probable île unique partiellement détruite vers 1600 av. j.-c. à le cours de l' éruption minoenne .	probable	île	8	9	before
il participa à l' euro 1964 , il marqua pour le match de la troisième place , à la 82e minute contre la hongrie , match perdu en prolongations ( 1-3 ap ) .	troisième	place	15	16	before
il participa à l' euro 1964 , il marqua pour le match de la troisième place , à la 82e minute contre la hongrie , match perdu en prolongations ( 1-3 ap ) .	82e	minute	20	21	before
l' avancée chrétienne à le sud de la meseta à le xie siècle amena alphonse vi de castille à les portes d' alcalá .	xie	siècle	12	13	before
les commandants alliés eurent également à faire face à un dilemme : fallait -il garder les divisions épuisées par l' attaque et courir le risque d' avoir une force de combat insuffisante ou les remplacer par de nouvelles divisions et perdre l' élan créé par les succès ?	nouvelles	divisions	38	39	before
de 1973 à 1988 , reich-ranicki est employé comme chef de la rédaction littéraire de le célèbre quotidien allemand : la frankfurter allgemeine zeitung .	célèbre	quotidien	17	18	before
buda , esztergom , székesfehérvár et visegrád sont parmi les villes de hongrie qui bénéficient de l' établissement de la santé publique et l' éducation et un nouveau système légal sous le règne de matthias .	nouveau	système	28	29	before
il était d' ailleurs offert avec les toutes premières platines cd à avoir été commercialisées , vendues à le japon à partir de le 1 octobre 1982 .	premières	platines	9	10	before
si une convention se tient pour réformer la constitution actuelle de l' état , il est probable que ce soit l' ancienne chambre de les représentants qui accueille les membres de cette convention .	ancienne	chambre	22	23	before
la réunion rassemblait notamment les organisations syndicales de le secteur de le raffinage , les principales entreprises de raffinage françaises , des experts nationaux et internationaux , ainsi que des intervenants dans le secteur de la logistique pétrolière .	principales	entreprises	16	17	before
le fitou est un vin rouge d' appellation d' origine contrôlée produit sur une petite partie à le sud de le massif de les corbières , dans l' aude .	petite	partie	15	16	before
très à l' écoute de sa clientèle , disponible , compétent , thierry leprince créateur de 1dclic , est l' interlocuteur idéal pour toutes les entreprises désirant s' afficher sur le web .	toutes	entreprises	24	26	before
tâche de moisissure à le plafond , fuite à le niveau de la chasse d' eau , ce qui a occasionné une innondation , vieux carrelage taché de ciment , couvercle de le wc cassé , la rampe de le balcon toute rouillée prête à céder .	vieux	carrelage	25	26	before
bravo à mme pierrefixe et toute son équipe .	toute	équipe	6	8	before
barracuda n' est pas qu' une montagne de muscles , c' est un expert en mécanique capable de construire un char d' assaut avec une vieille voiture , une bobine de scotch et quelques morceaux de ferraille .	vieille	voiture	26	27	before
les premières compétences obligatoires de ce sivom sont l' assainissement de les eaux usées , la collecte de les ordures et l' organisation d' achats groupés de matériel .	premières	compétences	2	3	before
réclamé en première ronde lors de le repêchage d' entrée de 1994 par les capitals de washington alors qu' il vient de remporter la première de deux coupes memorial consécutives avec les blazers de kamloops de la ligue de hockey de l' ouest , nolan baumgartner connait une carrière junior fructueuse .	première	ronde	3	4	before
elle obtient le premier titre de docteur de le muséum national d' histoire naturelle en paléontologie humaine en 1987 .	premier	titre	4	5	before
bad kissingen est citée pour la première fois en 801 sous le nom de chizzicha , et devint célèbre grâce à ses sources thermales , attestées depuis 823 .	première	fois	7	8	before
pour le metropolitan opera de new york il fait ses débuts dans le deuxième homme d' armes de die zauberlöte ;	deuxième	homme	14	15	before
darwin est sans ambiguïté monocentriste , pour lui , toutes les races ont une origine commune .	toutes	races	10	12	before
il regroupait toutes les écoles francophones de miramichi à le nord à cap-pelé à le sud , soit la totalité de le comté de kent ainsi que des parties de le comté de westmorland et de northumberland .	toutes	écoles	3	5	before
la tribu ligure présente sur le rocher à le ve siècle av. j.-c. , aurait pu être à l' origine de le nom de la ville .	ve	siècle	10	11	before
à chaque nouvelle génération , le sort désigne comme arbitre de ces guerres une jeune orpheline qui apporte à le camp de son choix sa pureté d' âme et ses inégalables talents de lutteuse .	nouvelle	génération	3	4	before
à chaque nouvelle génération , le sort désigne comme arbitre de ces guerres une jeune orpheline qui apporte à le camp de son choix sa pureté d' âme et ses inégalables talents de lutteuse .	jeune	orpheline	15	16	before
à chaque nouvelle génération , le sort désigne comme arbitre de ces guerres une jeune orpheline qui apporte à le camp de son choix sa pureté d' âme et ses inégalables talents de lutteuse .	inégalables	talents	31	32	before
candidate dans la circonscription de meurthe-et-moselle lors de les élections législatives de les 10 et 17 juin 2012 , elle arrive en deuxième position à le premier tour avec 34,33 % de les voix , contre 39,29 % à son concurrent socialiste dominique potier , et en appelle à le vote de les électeurs frontistes .	deuxième	position	23	24	before
candidate dans la circonscription de meurthe-et-moselle lors de les élections législatives de les 10 et 17 juin 2012 , elle arrive en deuxième position à le premier tour avec 34,33 % de les voix , contre 39,29 % à son concurrent socialiste dominique potier , et en appelle à le vote de les électeurs frontistes .	premier	tour	27	28	before
cette abbaye est en majeure partie réduite à l' état de fondations .	majeure	partie	5	6	before
ceci a pour conséquence immédiate d' organiser une grande réunion de tous les seigneurs de les marches pour discuter de ce qu' il convient de faire .	grande	réunion	9	10	before
ceci a pour conséquence immédiate d' organiser une grande réunion de tous les seigneurs de les marches pour discuter de ce qu' il convient de faire .	tous	seigneurs	12	14	before
il adopta le titre d' " archigos " ( " chef " en grec ) et proclama la " troisième civilisation hellénique " , fondée sur la grèce ancienne et l' empire grec byzantin de le moyen âge .	troisième	civilisation	20	21	before
il adopta le titre d' " archigos " ( " chef " en grec ) et proclama la " troisième civilisation hellénique " , fondée sur la grèce ancienne et l' empire grec byzantin de le moyen âge .	moyen	âge	37	38	before
à la même date , 61,6 % de les gens avaient la même adresse depuis à le moins cinq ans alors que 20,8 % habitaient auparavant ailleurs dans la même ville , que 14,4 % habitaient ailleurs dans la province , que 3,2 % habitaient ailleurs à le pays et que 0,8 % habitaient ailleurs dans le monde .	même	date	3	4	before
à la même date , 61,6 % de les gens avaient la même adresse depuis à le moins cinq ans alors que 20,8 % habitaient auparavant ailleurs dans la même ville , que 14,4 % habitaient ailleurs dans la province , que 3,2 % habitaient ailleurs à le pays et que 0,8 % habitaient ailleurs dans le monde .	même	adresse	13	14	before
à la même date , 61,6 % de les gens avaient la même adresse depuis à le moins cinq ans alors que 20,8 % habitaient auparavant ailleurs dans la même ville , que 14,4 % habitaient ailleurs dans la province , que 3,2 % habitaient ailleurs à le pays et que 0,8 % habitaient ailleurs dans le monde .	même	ville	30	31	before
windows ce ( officiellement nommé windows embedded compact depuis la version 6.0 ( nom de code " yamazaki " ) ) , parfois abrégé wince , est une variation de windows pour les systèmes embarqués et autres systèmes minimalistes , utilisée notamment dans les pc de poche ou handheld .	autres	systèmes	37	38	before
suite à la parution de le livre place beauvau -- la face cachée de la police , l' inspection générale de la police nationale igpn a enquêté sur des allégations de « mauvais traitements » à le cours de la garde à vue de deux islamistes arrêtés en 1995 et condamnés à perpétuité pour les attentats commis à paris ;	mauvais	traitements	33	34	before
c' est une très bonne idée venant de les etats-unis .	bonne	idée	5	6	before
chaque candidat s' est construit une identité de super héros , avec ses pouvoirs , ses faiblesses , sa phrase culte et son costume .	super	héros	9	10	before
l' institut de beauté karamel beauty à nantes est un de ces petits endroits qu' on cherche longtemps et que une fois trouvé on ne lâche plus .	petits	endroits	13	14	before
laganne en est à l' un de ces miraculeux moments ou la généralisation abstractive engendre à tous coups son homologue contradictoirement ambigu qu' est la signifiance structurée ... » .	miraculeux	moments	9	10	before
chambre simple mais confortable , literie de haute qualité mais le meilleur souvenir que nous gardons , c' est le restaurant ... exceptionnel !	haute	qualité	8	9	before
chambre simple mais confortable , literie de haute qualité mais le meilleur souvenir que nous gardons , c' est le restaurant ... exceptionnel !	meilleur	souvenir	12	13	before
il fit ensuite construire la villa pouquette dans la presqu'île et jean anouilh procéda de la même façon puisque après avoir loué la villa takis , il fit construire la villa les pêcheurs près de l' église .	même	façon	17	18	before
un troisième passager , un homme dont l' âge n' a pas été précisé , a réussi à sortir par ses propres moyens de le véhicule et était indemne lors de l' intervention de les secours .	troisième	passager	2	3	before
un troisième passager , un homme dont l' âge n' a pas été précisé , a réussi à sortir par ses propres moyens de le véhicule et était indemne lors de l' intervention de les secours .	propres	moyens	22	23	before
amélioration de les parcours dans la ville nouvelle de cergy ( chemin sur ancienne voie ferrée à jouy-le-moutier et vauréal ) .	ancienne	voie	14	15	before
en effet , et contrairement à certaines de les autres obédiences reconnues par l' ugle , elle condamne fermement le déisme , à lequel elle reproche officiellement , notamment sur son site web , de générer " le relativisme , le syncrétisme , l' indifférentisme et l' agnosticisme " .	autres	obédiences	10	11	before
cela s' intitule : l' eglise catholique et la conversion , dans la petite collection de poche de les éditions de l' homme nouveau .	petite	collection	14	15	before
tout ce qu' on attend d' un bon opticien .	bon	opticien	8	9	before
néanmoins , à sa propre surprise , il manifeste un véritable respect pour les pèlerins les plus désintéressés .	propre	surprise	5	6	before
néanmoins , à sa propre surprise , il manifeste un véritable respect pour les pèlerins les plus désintéressés .	véritable	respect	11	12	before
dans un tel arbre , le genre le plus élevé ( summum genus ) est la catégorie .	tel	arbre	3	4	before
il n' apparaît que peu dans les écrits historique ( aucune participation à un concile ) mais dispose d' une grande tradition orale autour de son histoire .	grande	tradition	21	22	before
un ticket t+ permet un trajet simple quelle que soit la distance avec une ou plusieurs correspondances possibles avec les lignes de bus et de tramway pendant une durée maximale de 1 h 30 entre la première et dernière validation , mais pas avec le métro ni le rer .	première	validation	37	40	before
il a promis la protection " de les chômeurs et d' autres groupes faibles de la société avec une enveloppe de 3,5 milliards d' euros provenant surtout de les programmes européens " ainsi que " la simplification de les procédures pour les entreprises en vue de promouvoir les investissements , le développement vert , la recherche et l' innovation " .	autres	groupes	12	13	before
c' est son second mariage après avoir divorcé de wes parker en 1999 .	second	mariage	4	5	before
bien que metaxas soit opposé à l' invasion de l' asie mineure dans le cadre de la grande idée , son vocabulaire à propos de les minorités grecques de les pays adjacents et dans ses réponses à les menaces de ses voisins était fortement nationaliste .	grande	idée	18	19	before
la version française , écrite par hugues de courson et patrick modiano , intitulée à cloche-pied sur la grande muraille de chine , reste inédite en france .	grande	muraille	19	20	before
une constante est néanmoins présente partout : une même langue est parlée par les personnes qui se regroupent autour d' une table .	même	langue	9	10	before
douce france est la version régionale de l' émission union libre , présentée par christine bravo de septembre 2002 à juin 2003 le samedi à 19 heures sur france 2 , avec de nouveaux chroniqueurs :	nouveaux	chroniqueurs	34	35	before
le lieu retenu pour cette exposition n' avait pas été choisi à le hasard : elle avait lieu dans la salle polyvalente qui n' est autre que l' ancienne école de les garçons .	ancienne	école	29	30	before
une autre rumeur veut que le nom de le groupe se réfère à la tour eiffel et qu' il devait être initialement « eiffel 1665 » ( 1665 étant le nombre de marches de la tour eiffel ) , le manager aurait ensuite demandé à raccourcir le nom en « eiffel 65 » car cela sonnait mieux .	autre	rumeur	2	3	before
le nouveau ministre de la santé xavier bertrand est même allé plus loin , recommandant à " tous ceux qui ont pris du mediator " de consulter leur médecin traitant .	nouveau	ministre	2	3	before
on retrouve quelques similarités avec twin peaks , à tel point que de nombreuses critiques se réfèrent à wild palms en utilisant l' expression " twin palms " .	nombreuses	critiques	14	15	before
un super séjour dans un gîte idéalement situé pour visiter la région de carcassonne .	super	séjour	2	3	before
le premier étage , terminé en 1990 comprend une tribune sur trois rangs surplombant les stands et insonorisée par un mur de verre , une salle de presse et des bureaux pouvant accueillir 370 journalistes , et supporte une terrasse , elle-même couverte .	premier	étage	2	3	before
l' opposition qui regroupe de larges milieux traditionnellement francophiles , accusent le gouvernement de m. nicolas sarkozy , d' avoir porté à le pouvoir et soutenu le général mohamed ould abdel aziz .	larges	milieux	6	7	before
les marais de douvrain sont un site d' un grand intérêt biologique .	grand	intérêt	10	11	before
quelque 6,7 millions de nigériens sont appelés à les urnes dans ce pays sahélien , important producteur d' uranium mais pourtant classé parmi les plus pauvres de le monde .	important	producteur	16	17	before
en 1951-1952 , le club fait mieux en terminant onzième , mais suite à la réforme de les séries nationales , il est relégué en promotion , quatrième niveau national nouvellement créé pour la saison prochaine .	quatrième	niveau	28	29	before
